TITLE	Myoglobin 3M Urea chemische denaturierung
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/07/12
TIME	11:37:54
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
Y3UNITS	ABSORBANCE
FIRSTX	  250,0000
LASTX	  208,0000
NPOINTS	     421
FIRSTY	     0,75985
MAXY	     0,75985
MINY	   -30,14626
XYDATA
214,0000	-26,6039	327,99	1,54034
213,9000	-26,659	329,055	1,55096
213,8000	-26,5491	330,141	1,56176
213,7000	-26,5906	331,249	1,57275
213,6000	-26,4259	332,384	1,58398
213,5000	-26,5129	333,546	1,59544
213,4000	-26,7709	334,74	1,60719
213,3000	-26,8105	335,967	1,61923
213,2000	-26,7953	337,224	1,63151
213,1000	-26,8226	338,512	1,64407
213,0000	-26,9516	339,826	1,65685
212,9000	-27,023	341,175	1,66992
212,8000	-27,1064	342,561	1,6833
212,7000	-27,0485	343,981	1,69696
212,6000	-26,9887	345,438	1,71093
212,5000	-26,9803	346,921	1,7251
212,4000	-26,826	348,434	1,7395
212,3000	-26,7853	349,982	1,75417
212,2000	-26,8211	351,559	1,76908
212,1000	-26,8062	353,174	1,78427
212,0000	-26,9344	354,814	1,79963
211,9000	-26,9438	356,481	1,81518
211,8000	-26,9329	358,177	1,83094
211,7000	-26,6313	359,926	1,84712
211,6000	-26,8098	361,739	1,86381
211,5000	-27,1835	363,617	1,88102
211,4000	-26,9372	365,571	1,89884
211,3000	-26,9448	367,595	1,9172
211,2000	-26,7304	369,698	1,93617
211,1000	-26,6225	371,894	1,95588
211,0000	-26,7529	374,177	1,97624
210,9000	-27,0605	376,547	1,99724
210,8000	-27,2978	378,991	2,01877
210,7000	-27,1139	381,525	2,04094
210,6000	-27,0058	384,145	2,0637
210,5000	-27,1889	386,853	2,08705
210,4000	-27,1712	389,66	2,11108
210,3000	-27,5865	392,553	2,13565
210,2000	-27,818	395,543	2,16083
210,1000	-27,9241	398,636	2,18667
210,0000	-27,6525	401,834	2,21314
209,9000	-27,6804	405,134	2,24019
209,8000	-27,7495	408,533	2,26779
209,7000	-27,8459	412,047	2,29604
209,6000	-27,8867	415,672	2,32488
209,5000	-27,7472	419,426	2,35441
209,4000	-27,8554	423,312	2,38464
209,3000	-27,3604	427,338	2,41558
209,2000	-27,5542	431,506	2,4472
209,1000	-26,8573	435,822	2,47951
209,0000	-26,8945	440,295	2,51161
208,9000	-26,5518	444,939	2,54379
208,8000	-26,1227	449,744	2,57691
208,7000	-25,7228	454,725	2,61106
208,6000	-25,5163	459,879	2,64619
208,5000	-25,3785	465,222	2,68239
208,4000	-25,1946	470,748	2,71961
208,3000	-24,8015	476,474	2,75792
208,2000	-24,6155	482,387	2,79722
208,1000	-24,3471	488,496	2,83753
